# generation power_min power_avg power_max util_min util_avg util_max
1 6.991146 8.058327 9.647443 0.309225 0.396231 0.492802
10 6.951099 7.882707 8.880277 0.314844 0.401621 0.492802
20 6.546648 7.723087 8.443729 0.314844 0.405957 0.463186
30 6.546648 7.614818 8.372298 0.346303 0.409446 0.463186
40 6.546648 7.490928 8.158749 0.346303 0.412993 0.471586
50 6.447396 7.355167 8.022928 0.346303 0.417029 0.476573
60 6.310851 7.228036 7.923065 0.346303 0.421311 0.482497
70 6.310851 7.108321 7.801938 0.346303 0.426829 0.482497
80 6.289354 6.989031 7.661580 0.369060 0.431091 0.482497
90 6.030667 6.872299 7.515339 0.373270 0.436107 0.482497
100 5.989697 6.765183 7.401285 0.386045 0.438380 0.499586
110 5.989697 6.661984 7.162036 0.395166 0.441286 0.499586
120 5.989697 6.570046 7.086031 0.395166 0.443732 0.499586
130 5.944021 6.474721 6.987326 0.395166 0.447462 0.499586
140 5.830359 6.379239 6.841321 0.395166 0.451050 0.515194
150 5.760515 6.298692 6.778798 0.395836 0.453276 0.515194
160 5.722330 6.219709 6.703492 0.395836 0.455460 0.515194
170 5.693549 6.143468 6.545369 0.395836 0.458659 0.515194
180 5.522966 6.071550 6.447191 0.395836 0.461596 0.515194
190 5.522966 5.999435 6.390038 0.413643 0.465230 0.515194
200 5.505943 5.939913 6.295263 0.413643 0.467610 0.525564
210 5.446182 5.882430 6.228080 0.413643 0.470277 0.525564
220 5.446182 5.824260 6.143694 0.424464 0.474576 0.525564
230 5.423234 5.771186 6.043035 0.424464 0.476293 0.525564
240 5.391171 5.725682 5.981473 0.424464 0.477678 0.525564
250 5.197732 5.673266 5.933986 0.424464 0.479628 0.525564
260 4.905236 5.613555 5.896988 0.424464 0.483817 0.525564
270 4.905236 5.570870 5.836334 0.431343 0.486781 0.526176
280 4.844856 5.517823 5.768566 0.431343 0.490209 0.528348
290 4.732645 5.461153 5.724964 0.431343 0.492271 0.528348
300 4.732645 5.420588 5.688821 0.431343 0.492595 0.528348
310 4.732645 5.374870 5.628913 0.431343 0.494901 0.535189
320 4.732645 5.322382 5.597290 0.431343 0.496390 0.535189
330 4.732645 5.281841 5.522966 0.431343 0.497433 0.535189
340 4.620055 5.225549 5.482963 0.431343 0.498523 0.535189
350 4.620055 5.172510 5.457095 0.431343 0.501731 0.535189
360 4.594075 5.124769 5.425577 0.445486 0.505056 0.535189
370 4.594075 5.070143 5.396076 0.445486 0.507138 0.541530
380 4.205520 5.004541 5.349254 0.445486 0.509543 0.547356
390 4.198072 4.943694 5.281934 0.465554 0.512739 0.547356
400 4.198072 4.888510 5.189618 0.483843 0.513965 0.547356
410 4.198072 4.829357 5.137605 0.483843 0.515386 0.547356
420 4.198072 4.782972 5.072685 0.485422 0.516319 0.547356
430 4.198072 4.721515 5.011768 0.485422 0.516178 0.547356
440 4.154728 4.669244 4.965035 0.485422 0.516270 0.549609
450 4.092590 4.612474 4.932567 0.484222 0.517124 0.549609
460 4.004619 4.555646 4.870175 0.484222 0.517384 0.549609
470 3.980402 4.494018 4.808557 0.484222 0.517454 0.549609
480 3.942270 4.436015 4.763797 0.484222 0.517193 0.549609
490 3.878995 4.372867 4.697260 0.484222 0.518095 0.570567
500 3.878995 4.307214 4.620055 0.484222 0.518613 0.570567
510 3.878995 4.247088 4.570130 0.484222 0.520405 0.570567
520 3.737886 4.194153 4.521593 0.484222 0.521906 0.572084
530 3.737886 4.137539 4.476314 0.484222 0.525257 0.572084
540 3.737886 4.084065 4.411262 0.484222 0.527574 0.572084
550 3.737886 4.033031 4.327436 0.484222 0.529641 0.572084
560 3.737886 3.988576 4.270458 0.484222 0.532311 0.572359
570 3.482351 3.938697 4.198072 0.503683 0.535719 0.580040
580 3.482351 3.909750 4.120757 0.503683 0.537750 0.580040
590 3.482351 3.881531 4.041691 0.503683 0.540249 0.580040
600 3.482351 3.858634 4.003190 0.503683 0.543155 0.580040
610 3.482351 3.836306 3.961015 0.503683 0.545345 0.580040
620 3.473794 3.811988 3.917829 0.506433 0.547247 0.581096
630 3.473794 3.795473 3.894396 0.506433 0.547695 0.581096
640 3.473794 3.777722 3.885822 0.506433 0.550498 0.581096
650 3.473794 3.756344 3.875008 0.506433 0.552642 0.581939
660 3.473794 3.734088 3.866435 0.506433 0.554788 0.581939
