# generation power_min power_avg power_max util_min util_avg util_max
1 10.410907 12.210609 14.371523 0.599214 0.913664 1.245873
10 10.260484 12.076576 14.139778 0.599214 0.894579 1.165698
20 9.777772 11.821467 13.696445 0.599214 0.892437 1.136612
30 9.777772 11.570335 13.035081 0.599214 0.882799 1.085309
40 9.777772 11.423303 12.634044 0.599214 0.875586 1.049012
50 9.533293 11.191781 12.403522 0.578365 0.866343 1.043942
60 9.350434 10.990633 12.151720 0.578365 0.864902 1.043942
70 9.350434 10.826834 11.822654 0.578365 0.862622 1.043942
80 9.205318 10.656099 11.609595 0.578365 0.854734 1.043942
90 8.444518 10.464196 11.500201 0.578365 0.850493 1.043942
100 7.998298 10.287313 11.345575 0.578365 0.842737 1.043942
110 7.998298 10.111802 11.100362 0.578365 0.839541 1.043942
120 7.898653 9.930047 10.925465 0.578365 0.834218 0.998228
130 7.898653 9.768892 10.717072 0.578365 0.831379 0.998228
140 7.898653 9.620417 10.517680 0.578365 0.824822 0.998228
150 7.898653 9.440232 10.310245 0.578365 0.809816 0.998228
160 7.795361 9.255818 10.166941 0.578365 0.805369 1.011640
170 7.773427 9.080648 10.001713 0.581973 0.804777 1.011640
180 7.329523 8.872448 9.804787 0.581973 0.795979 1.011640
190 7.287518 8.702538 9.670502 0.581973 0.794845 1.011640
200 6.880719 8.539197 9.467283 0.581973 0.784502 1.011640
210 6.820308 8.358396 9.369054 0.581973 0.780179 1.012142
220 6.820308 8.177518 9.208744 0.581973 0.774959 1.012142
230 6.820308 8.040665 9.062683 0.581973 0.771423 1.012142
240 6.820308 7.887458 8.788178 0.581973 0.773296 1.012142
250 6.237167 7.717907 8.556423 0.557550 0.776009 1.012142
260 6.162830 7.573231 8.295956 0.557550 0.783366 1.012142
270 6.067513 7.418180 8.214868 0.557550 0.786099 1.012142
280 5.717963 7.294349 7.980076 0.557550 0.779067 0.971655
290 5.717963 7.165574 7.886925 0.557550 0.781236 0.971655
300 5.717963 7.045712 7.773427 0.557550 0.782585 0.971655
310 5.680762 6.924337 7.558461 0.557550 0.779716 0.971655
320 5.680762 6.814201 7.483427 0.642103 0.782468 0.961476
330 5.204582 6.665977 7.368394 0.642103 0.784424 0.955052
340 5.204582 6.539190 7.254689 0.642103 0.789494 0.955052
350 5.204582 6.412207 7.164080 0.642103 0.789027 0.953499
360 5.204582 6.286296 6.990903 0.642103 0.788473 0.953499
370 5.204582 6.168605 6.880719 0.622797 0.789263 0.953499
380 5.058482 6.044758 6.732803 0.622797 0.789937 0.953499
390 5.058482 5.905015 6.590862 0.622797 0.791048 0.953499
400 5.058482 5.801496 6.374059 0.622797 0.791782 0.953499
410 5.058482 5.712394 6.224529 0.622797 0.791047 0.953499
420 4.586846 5.607164 6.145375 0.622797 0.788510 0.948597
430 4.586846 5.525196 6.075018 0.622797 0.786275 0.948597
440 4.586846 5.430310 5.985150 0.622797 0.781122 0.948597
450 4.586846 5.330447 5.890966 0.622797 0.778173 0.948597
460 4.586846 5.251458 5.727084 0.647886 0.779683 0.948597
470 4.586846 5.177601 5.635173 0.647886 0.777644 0.914434
480 4.586846 5.104272 5.507503 0.647886 0.778954 0.914434
490 4.580799 5.039330 5.372546 0.659092 0.778404 0.914434
500 4.527928 4.988893 5.292584 0.659092 0.778123 0.914434
510 4.527928 4.935073 5.238379 0.669526 0.778172 0.914434
520 4.527928 4.888305 5.166524 0.669526 0.775461 0.914434
530 4.331040 4.830851 5.100311 0.669526 0.773001 0.914434
540 4.331040 4.778874 5.057163 0.669526 0.771218 0.864669
550 4.331040 4.728723 5.024926 0.669526 0.768156 0.864669
560 4.298752 4.681751 4.946743 0.669526 0.767248 0.864669
570 4.285591 4.636699 4.888927 0.669526 0.764123 0.864669
580 4.285591 4.595373 4.835416 0.669526 0.761657 0.864669
590 4.268473 4.553761 4.772939 0.669526 0.760111 0.864669
600 4.223458 4.515009 4.718183 0.685764 0.762336 0.921262
610 4.166704 4.475805 4.700103 0.685764 0.763761 0.921262
620 4.166704 4.439703 4.641150 0.685764 0.765997 0.921262
630 4.166704 4.403814 4.607639 0.665023 0.763294 0.921262
640 4.133628 4.368542 4.580799 0.665023 0.759156 0.921262
650 4.133628 4.333291 4.536454 0.657529 0.758204 0.921262
660 4.130108 4.300832 4.485881 0.657529 0.757953 0.921262
670 4.105075 4.271984 4.422012 0.657529 0.752983 0.844474
680 4.013528 4.245611 4.381907 0.657529 0.750935 0.844474
690 4.013528 4.216567 4.357624 0.657529 0.750102 0.844474
700 4.003461 4.193385 4.331023 0.657194 0.748463 0.844474
710 4.003461 4.173189 4.297668 0.657194 0.749343 0.844474
720 3.869286 4.150233 4.263032 0.657194 0.743943 0.835963
730 3.854688 4.123063 4.253087 0.657194 0.739800 0.835963
740 3.841201 4.096167 4.223458 0.657069 0.730850 0.835963
750 3.841201 4.074881 4.209506 0.657069 0.727660 0.835963
